STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/7/2017,7.83,0.05,0,0,66,81,60,180,190,21,28,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/8/2017,11.86,0.14,0,0,72,78,59,240,240,30,38.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/9/2017,8.72,0.8,0,0,64,76,59,170,180,25.1,35.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/10/2017,4.25,0,0,0,65,74,56,260,270,14.1,17,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/11/2017,5.59,0.4,0,0,58,61,48,80,80,18.1,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/12/2017,8.95,0.04,0,0,52,62,47,100,80,15,19.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/13/2017,9.62,0,0,0,54,63,47,180,190,21.9,28,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/14/2017,4.7,0,0,0,62,70,56,180,190,12.1,17,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/15/2017,15.88,0.11,0,0,67,80,51,270,280,45,53.9,1,,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/16/2017,9.4,0.06,0,0,49,51,38,290,280,25.1,33.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/17/2017,6.49,0,0,0,45,61,32,200,200,17,21.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/18/2017,6.71,0,0,0,58,71,48,260,280,13,17,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/19/2017,10.29,0,0,0,59,72,46,270,260,25.9,33.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/20/2017,6.93,0,0,0,58,67,45,270,280,16.1,19.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/21/2017,2.24,0,0,0,53,74,39,70,10,6.9,8.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/22/2017,5.37,0,0,0,56,77,42,160,170,14.1,18.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/23/2017,12.97,0,0,0,63,73,57,130,180,21,35.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/24/2017,10.07,0.58,0,0,67,71,54,270,270,31.1,36.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/25/2017,6.26,0,0,0,54,59,43,240,280,14.1,16.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/26/2017,9.84,0.02,0,0,48,53,44,320,310,21,28,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/27/2017,7.16,0,0,0,49,63,38,250,250,16.1,19.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/28/2017,10.51,0.1,0,0,58,71,47,200,200,25.1,35.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/29/2017,7.83,1.9,0,0,46,47,42,300,300,18.1,25.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/30/2017,19.69,1.5,0,0,46,52,42,260,210,36,45,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,10/31/2017,12.75,0.11,0,0,42,44,37,260,250,21.9,29.1,1,,,1,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/1/2017,6.26,0.47,0,0,39,47,31,160,150,16.1,19.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/2/2017,10.74,0.68,0,0,52,64,43,190,190,21,30,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/3/2017,10.74,0.14,0,0,57,64,36,290,190,19.9,25.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/4/2017,6.93,0,0,0,39,46,32,90,80,17,21,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/5/2017,13.65,0.89,0,0,50,60,43,150,150,25.1,35.1,1,,1,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/6/2017,11.41,0.09,0,0,53,61,40,280,270,21,27.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/7/2017,4.25,0,0,0,38,40,27,320,330,14.1,19,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/8/2017,2.24,0,0,0,33,47,23,120,130,6.9,10.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/9/2017,10.29,0.07,0,0,35,48,25,280,280,25.9,38,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/10/2017,16.33,0.01,0.4,0,29,34,21,310,310,30,38,1,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/11/2017,4.92,0,0.1,0,23,31,16,300,290,12.1,15,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/12/2017,3.13,0,0,0,30,42,20,20,90,8.9,11,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/13/2017,3.58,0.05,0.4,0,36,41,31,350,90,8.9,10.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/14/2017,4.25,0,0,0,38,41,29,280,230,8.9,12.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/15/2017,8.5,0,0,0,35,46,26,150,160,21,27.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/16/2017,15.66,0.1,0,0,45,49,35,300,300,29.1,38.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/17/2017,10.51,0,0,0,34,37,24,290,280,23.9,34,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/18/2017,8.5,0.36,0,0,33,49,24,180,180,16.1,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/19/2017,16.55,0.39,1,0,40,51,30,250,260,38,47,1,1,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/20/2017,10.07,0.13,3.3,3.9,31,35,26,260,250,25.9,31.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/21/2017,10.29,0,0,2,39,52,28,180,190,19.9,28,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/22/2017,12.75,0.08,0,0,40,49,29,270,270,25.1,32,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/23/2017,7.61,0,0,0,30,37,25,210,290,14.1,19,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/24/2017,8.72,0,0,0,41,52,36,180,210,16.1,19.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/25/2017,8.95,0.02,0,0,46,51,40,270,270,21.9,27.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/26/2017,12.97,0.08,0,0,36,41,32,270,270,25.1,31.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/27/2017,12.3,0,0,0,36,40,22,300,300,25.1,34,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/28/2017,12.08,0,0,0,34,57,20,190,180,25.1,35.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/29/2017,11.18,0,0,0,48,54,26,270,280,29.1,36.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,11/30/2017,10.07,0.09,0,0,35,50,24,180,190,25.9,35.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/1/2017,6.49,0.01,0,0,41,42,28,320,310,19.9,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/2/2017,3.36,0,0,0,33,41,27,100,110,8.1,10.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/3/2017,2.68,0,0,0,35,48,28,20,300,6.9,8.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/4/2017,7.38,0,0,0,36,52,29,160,130,21.9,29.1,1,,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/5/2017,15.43,0.23,0,0,49,54,39,170,170,28,42.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/6/2017,14.99,0,0,0,39,39,33,270,260,25.9,36,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/7/2017,12.97,0,0,0,35,36,28,250,260,21.9,28,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/8/2017,9.4,0,0,0,29,34,26,240,220,19.9,23,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/9/2017,3.8,0,0,0,27,33,22,220,210,10.1,12.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/10/2017,12.3,0,1,0,28,34,23,250,240,25.9,33.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/11/2017,7.83,0.05,1.1,2,26,30,23,240,250,17,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/12/2017,13.2,0.35,5.1,5.1,28,33,14,270,260,31.1,36.9,1,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/13/2017,16.11,0.19,8.9,7.9,16,18,13,260,260,28,36.9,,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/14/2017,11.41,0.03,0.8,11.8,15,20,8,250,250,23,28,1,,,,,,1,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/15/2017,7.61,0,0,7.9,18,25,6,240,240,28,35.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/16/2017,11.41,0.05,1.6,7.1,23,26,8,250,240,23.9,30,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/17/2017,2.24,0,0,7.1,14,23,3,90,90,8.9,12.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/18/2017,6.49,0.04,0,7.1,26,40,21,230,230,14.1,18.1,1,,,,,1,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/19/2017,14.76,0.02,0,3.9,42,49,37,260,270,31.1,38.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/20/2017,13.2,0.06,1,0,34,39,27,280,280,25.9,34,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/21/2017,3.8,0,0,1.2,24,28,16,310,310,15,19,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/22/2017,9.17,0.4,4.4,3.9,22,27,21,80,60,17,25.1,1,,,,,1,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/23/2017,7.38,0.59,1.4,3.9,29,33,27,290,300,19.9,25.1,1,,,,,1,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/24/2017,8.05,0.05,0.8,3.9,30,32,26,80,90,17,21,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/25/2017,20.13,0.02,2.1,5.9,27,35,19,260,250,38,48.1,1,,,,,,1,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/26/2017,21.92,0,0,5.1,16,19,7,250,270,32,42.1,,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/27/2017,10.51,0.12,2.4,5.1,9,14,2,260,260,21.9,25.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/28/2017,4.7,0.02,1.2,7.1,2,9,-8,310,310,16.1,21,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/29/2017,2.01,0.01,0.6,7.1,6,12,0,260,260,8.9,11,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/30/2017,9.4,0.08,1.3,7.1,9,19,0,250,250,21,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,12/31/2017,3.36,0.02,0.5,7.1,2,6,-6,330,320,15,19.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/1/2018,7.61,0.06,2.8,7.1,0,14,-15,260,250,25.9,35.1,1,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/2/2018,13.87,0.02,1.3,9.1,12,21,3,250,250,32,40.9,1,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/3/2018,7.16,0,0,9.1,15,24,5,180,180,13,16.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/4/2018,8.28,0.09,6.7,7.9,17,20,9,320,310,23,32,1,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/5/2018,17.9,0.08,7.9,15,6,9,1,260,260,29.1,38,1,1,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/6/2018,12.97,0.09,4.7,22.8,3,4,0,300,250,21.9,30,1,1,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/7/2018,6.71,0,0.1,20.1,2,26,-11,190,200,15,25.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/8/2018,10.29,0.04,0.6,16.9,29,37,24,250,230,21.9,28,1,,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/9/2018,11.86,0.01,0.3,13,33,36,28,260,250,23,29.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/10/2018,7.61,0,0,11,31,41,23,190,150,16.1,23,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/11/2018,11.41,0.08,0,9.1,45,54,40,180,160,23,36,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/12/2018,13.2,1.55,1,3.9,53,62,17,330,180,25.9,34,1,1,,1,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/13/2018,10.74,0.54,8.9,3.9,15,17,0,330,310,23.9,34,1,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/14/2018,1.34,0,0,7.9,0,11,-13,80,90,6.9,6.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/15/2018,9.17,0.04,0.6,7.9,3,17,-6,90,90,17,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/16/2018,2.91,0.13,2,7.9,20,28,16,250,230,8.9,10.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/17/2018,8.5,0.01,1.2,9.1,20,24,4,260,260,19.9,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/18/2018,8.5,0,0,9.1,10,21,-5,250,240,21.9,25.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/19/2018,7.16,0,0,7.9,24,38,14,220,230,17,21.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/20/2018,11.41,0,0,7.9,36,43,27,250,250,28,34,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/21/2018,4.7,0,0,7.1,34,41,25,250,250,14.1,17,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/22/2018,8.5,0.05,0,5.1,35,46,33,130,140,15,21.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/23/2018,12.53,0.01,0,3.1,43,52,32,250,250,40,48.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/24/2018,12.3,0.03,1.6,1.2,26,32,17,280,280,28,38,1,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/25/2018,4.03,0,0,1.2,16,22,7,300,300,10.1,13,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/26/2018,6.93,0,0,1.2,21,38,9,160,160,15,19.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/27/2018,10.29,0.16,0,0,36,50,21,190,200,21,25.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/28/2018,6.71,0,0,0,40,46,25,270,250,14.1,17,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/29/2018,3.36,0,0,0,30,,23,360,360,12.1,12.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/30/2018,11.41,0.08,3.1,1.2,24,31,14,260,290,19.9,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,1/31/2018,10.51,0.06,1.7,0,16,32,8,190,180,21.9,28,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/1/2018,14.09,0.03,0.7,3.1,36,46,22,300,300,25.9,35.1,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/2/2018,13.2,0.14,4.5,2,18,23,9,280,280,19.9,23.9,1,1,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/3/2018,10.96,0.03,0.4,5.9,15,30,9,230,160,21,25.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/4/2018,11.63,0.15,3.9,3.9,30,34,30,180,180,25.9,36,1,,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/5/2018,12.3,0,1.2,7.1,23,33,10,290,280,30,36.9,1,,,,,,1,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/6/2018,6.71,0.06,1.2,7.1,18,26,9,260,270,17,21,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/7/2018,7.38,0.56,5.6,5.9,16,24,10,300,300,19.9,23.9,1,1,,,,,,1
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/8/2018,8.5,0.06,2.3,11.8,20,23,13,260,260,23,30,1,,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/9/2018,8.28,0.16,1.5,11,18,24,12,220,200,15,19,1,,,,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/10/2018,4.92,0.06,0.2,11.8,28,37,24,310,310,12.1,15,1,,,1,,,1,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/11/2018,7.61,0.14,0,9.8,30,41,24,290,300,21,25.1,1,,,,,1,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/12/2018,13.42,0,0,7.9,30,34,21,280,270,23.9,34,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/13/2018,5.14,0,0,7.1,22,28,15,330,330,15,18.1,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/14/2018,5.59,0,0,5.9,34,46,24,240,240,16.1,19.9,,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/15/2018,6.93,0.02,0,5.1,40,54,25,240,240,23.9,30,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/16/2018,11.41,0.11,0,1.2,39,44,23,290,280,28,36.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/17/2018,6.71,0,0.3,0,26,35,19,180,170,18.1,23.9,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/18/2018,8.72,0.05,1.1,1.2,31,39,26,250,280,18.1,23,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/19/2018,8.72,0.43,0,0,35,48,27,180,180,17,23,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/20/2018,8.5,0.21,0,0,53,69,45,190,190,17,23,1,,,,,,,
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",43.1111,-76.1038,125.9,2/21/2018,12.3,0.03,0,0,58,75,33,240,250,28,36.9,1,,,,,,,
